,anime_id,name,genre,type,episodes,rating,members
5918,9164,Attack No.1: Namida no Fushichou, Shoujo,Movie,1,6.31,248
5918,9164,Attack No.1: Namida no Fushichou, Sports,Movie,1,6.31,248
9298,28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,Comedy,ONA,11,4.78,91
9298,28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei, Fantasy,ONA,11,4.78,91
5925,1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,Comedy,Movie,1,6.31,399
5925,1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita, Drama,Movie,1,6.31,399
5925,1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita, Romance,Movie,1,6.31,399
1768,33969,Shuangsheng Lingtan,Mystery,ONA,20,7.45,1227
1768,33969,Shuangsheng Lingtan, Psychological,ONA,20,7.45,1227
9863,20085,Only You: Viva! Cabaret Club,Comedy,TV,15,6.8,75
11628,2341,Choujin Densetsu Urotsukidouji,Action,OVA,3,6.34,4425
11628,2341,Choujin Densetsu Urotsukidouji, Demons,OVA,3,6.34,4425
11628,2341,Choujin Densetsu Urotsukidouji, Drama,OVA,3,6.34,4425
11628,2341,Choujin Densetsu Urotsukidouji, Hentai,OVA,3,6.34,4425
145,137,Hunter x Hunter OVA,Action,OVA,8,8.41,53168
145,137,Hunter x Hunter OVA, Adventure,OVA,8,8.41,53168
145,137,Hunter x Hunter OVA, Shounen,OVA,8,8.41,53168
145,137,Hunter x Hunter OVA, Super Power,OVA,8,8.41,53168
10660,30122,Ultraman M78 Gekijou: Love and Peace,Comedy,Special,1,5.31,93
10660,30122,Ultraman M78 Gekijou: Love and Peace, Kids,Special,1,5.31,93
10660,30122,Ultraman M78 Gekijou: Love and Peace, Parody,Special,1,5.31,93
10660,30122,Ultraman M78 Gekijou: Love and Peace, Sci-Fi,Special,1,5.31,93
10660,30122,Ultraman M78 Gekijou: Love and Peace, Space,Special,1,5.31,93
10660,30122,Ultraman M78 Gekijou: Love and Peace, Super Power,Special,1,5.31,93
12246,5589,Offside Girl,Hentai,OVA,2,4.3,945
12246,5589,Offside Girl, Sports,OVA,2,4.3,945
4098,4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,Comedy,TV,51,6.81,432
4098,4101,Wan Wan Celepoo Soreyuke! Tetsunoshin, Fantasy,TV,51,6.81,432
4098,4101,Wan Wan Celepoo Soreyuke! Tetsunoshin, Kids,TV,51,6.81,432
218,11123,Sekaiichi Hatsukoi 2,Comedy,TV,12,8.31,69253
218,11123,Sekaiichi Hatsukoi 2, Drama,TV,12,8.31,69253
218,11123,Sekaiichi Hatsukoi 2, Romance,TV,12,8.31,69253
218,11123,Sekaiichi Hatsukoi 2, Shounen Ai,TV,12,8.31,69253
6461,28815,Bamboo Blade: CM Fanfu-Fufe-Fo,Comedy,Special,24,6.1,455
6461,28815,Bamboo Blade: CM Fanfu-Fufe-Fo, Parody,Special,24,6.1,455
6461,28815,Bamboo Blade: CM Fanfu-Fufe-Fo, Sci-Fi,Special,24,6.1,455
693,9734,K-On!!: Keikaku!,Comedy,Special,1,7.89,50496
693,9734,K-On!!: Keikaku!, Music,Special,1,7.89,50496
693,9734,K-On!!: Keikaku!, School,Special,1,7.89,50496
693,9734,K-On!!: Keikaku!, Slice of Life,Special,1,7.89,50496
6316,8316,Kawasaki Frontale x Tentai Senshi Sunred,Comedy,Special,4,6.17,363
6316,8316,Kawasaki Frontale x Tentai Senshi Sunred, Parody,Special,4,6.17,363
6316,8316,Kawasaki Frontale x Tentai Senshi Sunred, Seinen,Special,4,6.17,363
6316,8316,Kawasaki Frontale x Tentai Senshi Sunred, Sports,Special,4,6.17,363
6316,8316,Kawasaki Frontale x Tentai Senshi Sunred, Super Power,Special,4,6.17,363
2354,3692,Yes! Precure 5 GoGo!,Action,TV,48,7.29,3619
2354,3692,Yes! Precure 5 GoGo!, Fantasy,TV,48,7.29,3619
2354,3692,Yes! Precure 5 GoGo!, Magic,TV,48,7.29,3619
2354,3692,Yes! Precure 5 GoGo!, School,TV,48,7.29,3619
2354,3692,Yes! Precure 5 GoGo!, Shoujo,TV,48,7.29,3619
9991,34476,Platonic Chain: Ansatsu Jikkouchuu,Sci-Fi,Special,1,1.67,51
9991,34476,Platonic Chain: Ansatsu Jikkouchuu, Slice of Life,Special,1,1.67,51
8983,25305,Isewan Taifuu Monogatari,Drama,Movie,1,7.4,99
8983,25305,Isewan Taifuu Monogatari, Historical,Movie,1,7.4,99
8050,22179,Aki no Puzzle,Dementia,Movie,1,3.27,463
8755,30086,Hanasaka Jiisan,Comedy,Movie,1,4.26,105
8755,30086,Hanasaka Jiisan, Drama,Movie,1,4.26,105
52,30709,Kamisama Hajimemashita: Kako-hen,Comedy,OVA,4,8.64,33422
52,30709,Kamisama Hajimemashita: Kako-hen, Demons,OVA,4,8.64,33422
52,30709,Kamisama Hajimemashita: Kako-hen, Fantasy,OVA,4,8.64,33422
52,30709,Kamisama Hajimemashita: Kako-hen, Shoujo,OVA,4,8.64,33422
52,30709,Kamisama Hajimemashita: Kako-hen, Supernatural,OVA,4,8.64,33422
4424,5833,Tondemo Senshi Muteking,Action,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Comedy,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Kids,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Magic,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Mecha,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Sci-Fi,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Shounen,TV,56,6.73,243
4424,5833,Tondemo Senshi Muteking, Super Power,TV,56,6.73,243
11973,3649,Bishoujo Comic Lolicon Angel: Mitsu no Aji,Hentai,OVA,1,5.8,1445
9441,30094,Majin Sentai Death Ranger: Ubawareta Pudding!,Action,ONA,1,3.79,111
9441,30094,Majin Sentai Death Ranger: Ubawareta Pudding!, Comedy,ONA,1,3.79,111
2695,493,Armitage III: Poly-Matrix,Action,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Adventure,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Mecha,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Military,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Police,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Romance,Movie,1,7.18,9186
2695,493,Armitage III: Poly-Matrix, Sci-Fi,Movie,1,7.18,9186
8026,30860,Koumon-teki Juuku Ketsujiru Juke,Comedy,Music,1,3.78,310
8026,30860,Koumon-teki Juuku Ketsujiru Juke, Dementia,Music,1,3.78,310
8026,30860,Koumon-teki Juuku Ketsujiru Juke, Music,Music,1,3.78,310
2566,11339,A-Channel+smile,Comedy,OVA,2,7.22,13671
2566,11339,A-Channel+smile, School,OVA,2,7.22,13671
2566,11339,A-Channel+smile, Seinen,OVA,2,7.22,13671
2566,11339,A-Channel+smile, Slice of Life,OVA,2,7.22,13671
3472,22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,Comedy,TV,12,6.98,27417
3472,22189,Futsuu no Joshikousei ga [Locodol] Yattemita., Seinen,TV,12,6.98,27417
9433,30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,Magic,Special,3,6.0,95
9433,30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials, Shoujo,Special,3,6.0,95
8905,6150,Hong Xing Xiao Yong Shi,Historical,Movie,1,6.13,145
8905,6150,Hong Xing Xiao Yong Shi, Kids,Movie,1,6.13,145
8905,6150,Hong Xing Xiao Yong Shi, Slice of Life,Movie,1,6.13,145
9979,20005,Pinch to Punch,Comedy,TV,156,5.71,66
2946,18097,Inazuma Eleven Go: Galaxy,Shounen,TV,43,7.11,9258
2946,18097,Inazuma Eleven Go: Galaxy, Sports,TV,43,7.11,9258
2946,18097,Inazuma Eleven Go: Galaxy, Super Power,TV,43,7.11,9258
398,30885,Noragami Aragoto OVA,Action,OVA,2,8.12,58075
398,30885,Noragami Aragoto OVA, Adventure,OVA,2,8.12,58075
398,30885,Noragami Aragoto OVA, Shounen,OVA,2,8.12,58075
6916,21421,Mahou Shoujo Taisen,Magic,TV,26,5.85,12783
7508,7488,Karo to Piyobupt: Ame no Hi,Fantasy,Movie,1,5.36,392
8901,29587,Home My Home,Kids,Movie,1,4.13,106
317,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Comedy,OVA,2,8.19,5959
317,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen, School,OVA,2,8.19,5959
317,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen, Slice of Life,OVA,2,8.19,5959
2198,2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,Kids,Movie,1,7.33,2108
2198,2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu, Magic,Movie,1,7.33,2108
2198,2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu, Shoujo,Movie,1,7.33,2108
4988,10202,Kamen Rider Den-O: Imagin Anime 3,Action,OVA,12,6.58,350
4988,10202,Kamen Rider Den-O: Imagin Anime 3, Adventure,OVA,12,6.58,350
4988,10202,Kamen Rider Den-O: Imagin Anime 3, Comedy,OVA,12,6.58,350
4988,10202,Kamen Rider Den-O: Imagin Anime 3, Kids,OVA,12,6.58,350
4988,10202,Kamen Rider Den-O: Imagin Anime 3, Super Power,OVA,12,6.58,350
7744,8730,Metropolitan Museum,Fantasy,Music,1,5.07,242
7744,8730,Metropolitan Museum, Kids,Music,1,5.07,242
7744,8730,Metropolitan Museum, Music,Music,1,5.07,242
2629,1539,Touch: Cross Road - Kaze no Yukue,Romance,Special,1,7.21,1513
2629,1539,Touch: Cross Road - Kaze no Yukue, Shounen,Special,1,7.21,1513
2629,1539,Touch: Cross Road - Kaze no Yukue, Sports,Special,1,7.21,1513
4526,840,Narue no Sekai,Comedy,TV,12,6.7,11544
4526,840,Narue no Sekai, Romance,TV,12,6.7,11544
4526,840,Narue no Sekai, Sci-Fi,TV,12,6.7,11544
871,30952,New Initial D Movie: Legend 3 - Mugen,Cars,Movie,1,7.79,3479
871,30952,New Initial D Movie: Legend 3 - Mugen, Seinen,Movie,1,7.79,3479
871,30952,New Initial D Movie: Legend 3 - Mugen, Sports,Movie,1,7.79,3479
1335,2800,Candy Candy,Drama,TV,115,7.58,11893
1335,2800,Candy Candy, Shoujo,TV,115,7.58,11893
1335,2800,Candy Candy, Slice of Life,TV,115,7.58,11893
4068,16964,Inazuma Eleven Go: TCG CM NG-shuu,Comedy,Special,1,6.81,898
8002,31689,Requiem (ONA),Dementia,ONA,1,4.11,334
9809,14181,Oedo wa Nemurenai!,Drama,OVA,1,6.22,173
9809,14181,Oedo wa Nemurenai!, Fantasy,OVA,1,6.22,173
9809,14181,Oedo wa Nemurenai!, Historical,OVA,1,6.22,173
9809,14181,Oedo wa Nemurenai!, Shoujo,OVA,1,6.22,173
511,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Game,TV,26,8.02,48127
511,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai, Psychological,TV,26,8.02,48127
511,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai, Seinen,TV,26,8.02,48127
511,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai, Thriller,TV,26,8.02,48127
9270,33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,Comedy,Special,2,6.64,105
9270,33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket, Police,Special,2,6.64,105
9067,10965,Kagaku Bouken-tai Tansar 5,Adventure,TV,34,6.73,98
9067,10965,Kagaku Bouken-tai Tansar 5, Mystery,TV,34,6.73,98
9067,10965,Kagaku Bouken-tai Tansar 5, Sci-Fi,TV,34,6.73,98
9067,10965,Kagaku Bouken-tai Tansar 5, Supernatural,TV,34,6.73,98
6870,15391,Kagaku na Yatsura,Comedy,OVA,1,5.88,10812
6870,15391,Kagaku na Yatsura, Ecchi,OVA,1,5.88,10812
6870,15391,Kagaku na Yatsura, Romance,OVA,1,5.88,10812
6870,15391,Kagaku na Yatsura, School,OVA,1,5.88,10812
6870,15391,Kagaku na Yatsura, Sci-Fi,OVA,1,5.88,10812
6870,15391,Kagaku na Yatsura, Seinen,OVA,1,5.88,10812
2899,19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Comedy,Special,2,7.14,14807
11536,4004,Inda no Himekishi Janne,Fantasy,OVA,2,6.46,3422
11536,4004,Inda no Himekishi Janne, Hentai,OVA,2,6.46,3422
11536,4004,Inda no Himekishi Janne, Horror,OVA,2,6.46,3422
8061,12763,0-sen Hayato,Historical,TV,38,6.25,147
8061,12763,0-sen Hayato, Military,TV,38,6.25,147
9258,31000,Kizuna: Ningen no Uta Part 2,Drama,OVA,1,7.0,44
9258,31000,Kizuna: Ningen no Uta Part 2, Kids,OVA,1,7.0,44
11170,10683,Tentacle and Witches,Hentai,OVA,4,7.24,6420
11170,10683,Tentacle and Witches, Magic,OVA,4,7.24,6420
11170,10683,Tentacle and Witches, Supernatural,OVA,4,7.24,6420
298,3927,Mobile Suit Gundam 00 Second Season,Action,TV,25,8.21,86972
298,3927,Mobile Suit Gundam 00 Second Season, Drama,TV,25,8.21,86972
298,3927,Mobile Suit Gundam 00 Second Season, Mecha,TV,25,8.21,86972
298,3927,Mobile Suit Gundam 00 Second Season, Military,TV,25,8.21,86972
298,3927,Mobile Suit Gundam 00 Second Season, Sci-Fi,TV,25,8.21,86972
298,3927,Mobile Suit Gundam 00 Second Season, Space,TV,25,8.21,86972
6090,2414,Assemble Insert,Comedy,OVA,2,6.25,1566
6090,2414,Assemble Insert, Police,OVA,2,6.25,1566
6090,2414,Assemble Insert, Sci-Fi,OVA,2,6.25,1566
1109,10588,Persona 4 the Animation,Adventure,TV,25,7.68,134942
1109,10588,Persona 4 the Animation, Mystery,TV,25,7.68,134942
1109,10588,Persona 4 the Animation, School,TV,25,7.68,134942
1109,10588,Persona 4 the Animation, Sci-Fi,TV,25,7.68,134942
1109,10588,Persona 4 the Animation, Super Power,TV,25,7.68,134942
1109,10588,Persona 4 the Animation, Supernatural,TV,25,7.68,134942
7284,24719,Shinrabanshou: Tenchi Shinmei no Shou,Action,ONA,1,5.58,326
7284,24719,Shinrabanshou: Tenchi Shinmei no Shou, Fantasy,ONA,1,5.58,326
7284,24719,Shinrabanshou: Tenchi Shinmei no Shou, Shounen,ONA,1,5.58,326
2503,1823,Shin Hakkenden,Action,TV,26,7.25,2692
2503,1823,Shin Hakkenden, Adventure,TV,26,7.25,2692
2503,1823,Shin Hakkenden, Martial Arts,TV,26,7.25,2692
2503,1823,Shin Hakkenden, Sci-Fi,TV,26,7.25,2692
5259,2099,Silent Mobius: The Motion Picture,Adventure,Movie,1,6.51,2194
5259,2099,Silent Mobius: The Motion Picture, Sci-Fi,Movie,1,6.51,2194
5259,2099,Silent Mobius: The Motion Picture, Supernatural,Movie,1,6.51,2194
1624,242,Gokusen,Comedy,TV,13,7.48,22009
1624,242,Gokusen, Drama,TV,13,7.48,22009
1624,242,Gokusen, Josei,TV,13,7.48,22009
1624,242,Gokusen, School,TV,13,7.48,22009
1624,242,Gokusen, Slice of Life,TV,13,7.48,22009
5802,6822,Ukkari Pénélope (2009),Comedy,TV,26,6.35,317
5802,6822,Ukkari Pénélope (2009), Slice of Life,TV,26,6.35,317
6270,17887,Ichirin-sha,Action,ONA,1,6.19,804
6270,17887,Ichirin-sha, Mecha,ONA,1,6.19,804
6270,17887,Ichirin-sha, Sci-Fi,ONA,1,6.19,804
6270,17887,Ichirin-sha, Seinen,ONA,1,6.19,804
10713,6868,Wansa-kun,Comedy,TV,26,6.13,171
8046,11897,Nendo no Tatakai,Comedy,ONA,1,3.36,1174
8046,11897,Nendo no Tatakai, Fantasy,ONA,1,3.36,1174
3039,5895,Tistou Midori no Oyayubi,Historical,Movie,1,7.1,332
3039,5895,Tistou Midori no Oyayubi, Magic,Movie,1,7.1,332
10090,7211,Rose O&#039;Neill Kewpie,Comedy,TV,26,6.4,133
11464,5643,Kimi no Na wo Yobeba,Hentai,OVA,2,6.57,2189
11464,5643,Kimi no Na wo Yobeba, School,OVA,2,6.57,2189
620,32998,91 Days,Action,TV,12,7.93,140604
620,32998,91 Days, Drama,TV,12,7.93,140604
620,32998,91 Days, Historical,TV,12,7.93,140604
8964,24577,Imokawa Mukuzo: Chuugaeri no Maki,Comedy,Movie,1,6.17,79
8672,29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Adventure,Special,1,6.22,175
8672,29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare, Drama,Special,1,6.22,175
8672,29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare, Sci-Fi,Special,1,6.22,175
8672,29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare, Space,Special,1,6.22,175
2836,2652,Doraemon: The Day When I Was Born,Comedy,Movie,1,7.15,645
2836,2652,Doraemon: The Day When I Was Born, Fantasy,Movie,1,7.15,645
2836,2652,Doraemon: The Day When I Was Born, Kids,Movie,1,7.15,645
2836,2652,Doraemon: The Day When I Was Born, Sci-Fi,Movie,1,7.15,645
2836,2652,Doraemon: The Day When I Was Born, Shounen,Movie,1,7.15,645
1483,4752,Vampire Knight Guilty,Drama,TV,13,7.53,198492
1483,4752,Vampire Knight Guilty, Mystery,TV,13,7.53,198492
1483,4752,Vampire Knight Guilty, Romance,TV,13,7.53,198492
1483,4752,Vampire Knight Guilty, Shoujo,TV,13,7.53,198492
1483,4752,Vampire Knight Guilty, Supernatural,TV,13,7.53,198492
1483,4752,Vampire Knight Guilty, Vampire,TV,13,7.53,198492
6708,29943,Crazy for It,Dementia,Movie,1,5.98,539
6708,29943,Crazy for It, Music,Movie,1,5.98,539
4637,33360,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e Picture Drama,Comedy,Special,1,6.66,1732
4637,33360,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e Picture Drama, Military,Special,1,6.66,1732
10415,9906,Sue Cat,Adventure,TV,40,6.27,116
10415,9906,Sue Cat, Music,TV,40,6.27,116
10415,9906,Sue Cat, Shoujo,TV,40,6.27,116
1058,10935,Hourou Musuko Specials,Drama,Special,2,7.7,4714
1058,10935,Hourou Musuko Specials, School,Special,2,7.7,4714
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,Action,Movie,1,6.68,14498
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi, Adventure,Movie,1,6.68,14498
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi, Comedy,Movie,1,6.68,14498
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi, Drama,Movie,1,6.68,14498
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi, Fantasy,Movie,1,6.68,14498
4614,12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi, Kids,Movie,1,6.68,14498
2683,33299,Magic-Kyun! Renaissance,Magic,TV,13,7.19,12095
2683,33299,Magic-Kyun! Renaissance, Music,TV,13,7.19,12095
2683,33299,Magic-Kyun! Renaissance, Romance,TV,13,7.19,12095
2683,33299,Magic-Kyun! Renaissance, School,TV,13,7.19,12095
7805,30659,Nouryou Anime: Denkyuu Ika Matsuri,Dementia,Movie,1,4.96,234
7805,30659,Nouryou Anime: Denkyuu Ika Matsuri, Horror,Movie,1,4.96,234
7805,30659,Nouryou Anime: Denkyuu Ika Matsuri, Psychological,Movie,1,4.96,234
2843,2891,Iblard Jikan,Fantasy,OVA,1,7.15,11116
8714,19751,Gu-Gu Ganmo (Movie),Comedy,Movie,1,5.58,69
4785,21353,Tokyo ESP,Action,TV,12,6.64,95168
4785,21353,Tokyo ESP, Comedy,TV,12,6.64,95168
4785,21353,Tokyo ESP, Sci-Fi,TV,12,6.64,95168
4785,21353,Tokyo ESP, Shounen,TV,12,6.64,95168
4785,21353,Tokyo ESP, Super Power,TV,12,6.64,95168
4785,21353,Tokyo ESP, Supernatural,TV,12,6.64,95168
10486,31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,Comedy,Movie,1,6.62,1167
10486,31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes, Mystery,Movie,1,6.62,1167
10486,31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes, Super Power,Movie,1,6.62,1167
1209,14527,Medaka Box Abnormal,Action,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, Comedy,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, Ecchi,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, Martial Arts,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, School,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, Shounen,TV,12,7.63,66972
1209,14527,Medaka Box Abnormal, Super Power,TV,12,7.63,66972
10358,21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,Comedy,Movie,1,5.35,88
10358,21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World, Fantasy,Movie,1,5.35,88
10358,21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World, Kids,Movie,1,5.35,88
1108,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Action,TV,26,7.68,13959
1108,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki, Historical,TV,26,7.68,13959
1108,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki, Martial Arts,TV,26,7.68,13959
1108,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki, Samurai,TV,26,7.68,13959
1108,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki, Shounen,TV,26,7.68,13959
11625,27881,Ana no Oku no Ii Tokoro,Hentai,OVA,2,6.35,2104
5524,2307,Lime-iro Senkitan: Nankoku Yume Roman,Action,OVA,2,6.43,1869
5524,2307,Lime-iro Senkitan: Nankoku Yume Roman, Comedy,OVA,2,6.43,1869
5524,2307,Lime-iro Senkitan: Nankoku Yume Roman, Ecchi,OVA,2,6.43,1869
5524,2307,Lime-iro Senkitan: Nankoku Yume Roman, Mecha,OVA,2,6.43,1869
2025,3088,Tokyo Marble Chocolate,Romance,OVA,2,7.38,15425
2025,3088,Tokyo Marble Chocolate, Slice of Life,OVA,2,7.38,15425
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Action,Movie,1,7.0,1849
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi, Mecha,Movie,1,7.0,1849
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi, School,Movie,1,7.0,1849
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi, Sci-Fi,Movie,1,7.0,1849
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi, Seinen,Movie,1,7.0,1849
8666,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi, Space,Movie,1,7.0,1849
7221,17697,Neon The Animation,Comedy,ONA,6,5.63,413
7221,17697,Neon The Animation, Historical,ONA,6,5.63,413
7221,17697,Neon The Animation, Mecha,ONA,6,5.63,413
7221,17697,Neon The Animation, Police,ONA,6,5.63,413
7221,17697,Neon The Animation, Slice of Life,ONA,6,5.63,413
5702,927,Transformers Superlink,Adventure,TV,51,6.38,2691
5702,927,Transformers Superlink, Mecha,TV,51,6.38,2691
5702,927,Transformers Superlink, Sci-Fi,TV,51,6.38,2691
5702,927,Transformers Superlink, Shounen,TV,51,6.38,2691
5701,3512,Tenshi Nanka ja Nai,Comedy,OVA,1,6.38,2027
5701,3512,Tenshi Nanka ja Nai, Drama,OVA,1,6.38,2027
10537,9417,The Monkey King Conquers the Demon,Adventure,Movie,1,6.67,122
8102,25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Adventure,TV,26,7.29,292
8102,25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series, Fantasy,TV,26,7.29,292
8102,25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series, Kids,TV,26,7.29,292
10615,29929,Tsuru no Ongaeshi,Kids,Movie,1,4.56,70
6886,4908,Bihada Ichizoku,Drama,TV,12,5.87,2777
6886,4908,Bihada Ichizoku, Parody,TV,12,5.87,2777
6886,4908,Bihada Ichizoku, Shoujo,TV,12,5.87,2777
4969,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Comedy,TV,12,6.58,10517
4969,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd, Mecha,TV,12,6.58,10517
4969,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd, Police,TV,12,6.58,10517
4969,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd, Sci-Fi,TV,12,6.58,10517
227,6467,Detective Conan Movie 14: The Lost Ship in the Sky,Action,Movie,1,8.29,20602
227,6467,Detective Conan Movie 14: The Lost Ship in the Sky, Mystery,Movie,1,8.29,20602
227,6467,Detective Conan Movie 14: The Lost Ship in the Sky, Police,Movie,1,8.29,20602
227,6467,Detective Conan Movie 14: The Lost Ship in the Sky, Shounen,Movie,1,8.29,20602
10363,19433,Sore Ike! Anpanman: Omusubiman,Kids,Movie,1,5.33,83
2805,24211,Orenchi no Furo Jijou,Comedy,TV,13,7.15,47157
2805,24211,Orenchi no Furo Jijou, Fantasy,TV,13,7.15,47157
2805,24211,Orenchi no Furo Jijou, Shoujo,TV,13,7.15,47157
1766,1548,Shin Taketori Monogatari: 1000-nen Joou,Drama,TV,42,7.45,1805
1766,1548,Shin Taketori Monogatari: 1000-nen Joou, Mystery,TV,42,7.45,1805
1766,1548,Shin Taketori Monogatari: 1000-nen Joou, Sci-Fi,TV,42,7.45,1805
12174,2349,Bondage Game: Shinsou no Reijoutachi,Hentai,OVA,2,5.37,4732
12174,2349,Bondage Game: Shinsou no Reijoutachi, Psychological,OVA,2,5.37,4732
10814,7646,Yawarakame♥,Comedy,ONA,26,5.08,276
10814,7646,Yawarakame♥, Kids,ONA,26,5.08,276
7142,22225,Momo Kyun Sword,Comedy,TV,12,5.69,19246
7142,22225,Momo Kyun Sword, Ecchi,TV,12,5.69,19246
7142,22225,Momo Kyun Sword, Fantasy,TV,12,5.69,19246
11168,32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Hentai,OVA,4,7.24,3965
5989,17879,Tamako Market Specials,Comedy,Special,6,6.29,12141
3131,127,Gate Keepers,Action,TV,24,7.07,14582
3131,127,Gate Keepers, Comedy,TV,24,7.07,14582
3131,127,Gate Keepers, Fantasy,TV,24,7.07,14582
3131,127,Gate Keepers, Mecha,TV,24,7.07,14582
3131,127,Gate Keepers, Sci-Fi,TV,24,7.07,14582
3131,127,Gate Keepers, Shounen,TV,24,7.07,14582
4807,6509,Kiteretsu Daihyakka,Comedy,TV,331,6.63,1083
4807,6509,Kiteretsu Daihyakka, Drama,TV,331,6.63,1083
4807,6509,Kiteretsu Daihyakka, Slice of Life,TV,331,6.63,1083
11947,5553,Love Forever,Hentai,OVA,1,5.85,237
2118,3467,Nogizaka Haruka no Himitsu,Comedy,TV,12,7.35,80820
2118,3467,Nogizaka Haruka no Himitsu, Romance,TV,12,7.35,80820
999,9136,Kuroshitsuji II Specials,Comedy,Special,6,7.73,60899
999,9136,Kuroshitsuji II Specials, Fantasy,Special,6,7.73,60899
