,anime_id,name,genre,type,episodes,rating,members
10737,12037,What&#039;s Michael? 2,Comedy,OVA,1,6.14,101
5393,3884,Maze☆Bakunetsu Jikuu: Hot Springs,"Action, Comedy, Ecchi, Fantasy",Special,1,6.47,646
11179,21521,Futabu!,"Hentai, School, Yuri",OVA,2,7.2,7234
8259,12371,Bosco no Mori no Nakama-tachi,"Adventure, Fantasy",Special,1,5.55,113
9099,23613,Kakkun Cafe,"Comedy, Parody, Slice of Life",Movie,1,5.86,54
12138,4700,Visionary,Hentai,OVA,5,5.48,858
11209,3771,"Nee, Chanto Shiyou Yo!",Hentai,OVA,5,7.09,6171
4741,1298,Project A-Ko 4: Final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467
5410,31883,Bakuon!! OVA,"Cars, Seinen, Slice of Life, Sports",OVA,2,6.46,4572
9015,30970,Jidou Bungaku Library,"Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",OVA,6,8.5,49
4205,9519,Medaka no Gakkou,Comedy,OVA,5,6.78,434
1833,161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123
815,21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1,7.82,83795
7289,30489,Minna Atsumare! Falcom Gakuen SC Special,"Comedy, Parody, School, Seinen",Special,1,5.57,308
1046,14289,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13,7.71,233410
2128,24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258
4809,10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.63,15046
6993,33912,Gakuen Handsome: Haitoku no Lesson,"Comedy, Music",Music,2,5.79,316
9522,25085,Meiken Lassie Specials,"Adventure, Slice of Life",Special,2,6.38,69
5061,12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",Special,2,6.56,4621
9371,27393,Kyuumei Senshi Nanosaver,"Adventure, Shounen",TV,28,5.75,62
4633,9548,Alps no Shoujo Heidi: Alm no Yama-hen,"Drama, Historical, Slice of Life",Movie,1,6.67,724
2195,5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",Movie,1,7.33,6491
6904,23595,Seihou Tenshi Angel Links Special,"Comedy, Sci-Fi, Space",Special,1,5.86,310
9897,29635,Otoko to Onna to Inu,"Comedy, Romance",Movie,1,4.4,109
11987,5645,Castle Fantasia: Seima Taisen,Hentai,OVA,3,5.77,1220
911,32108,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1,7.77,30684
11133,10048,Fuyu no Semi: Tokubetsu Henshuuhan,"Action, Drama, Historical, Military, Samurai, Yaoi",OVA,1,7.44,2322
10870,33571,Zenryoku Yobikou 5.5 Seminar,"Comedy, Parody, School",ONA,9,5.0,46
9995,22623,Pochacco no Ninjin Hata wa Oosawagi,"Fantasy, Kids",OVA,1,6.35,76
2017,10884,Saki Achiga-hen: Episode of Side-A,"Game, School, Slice of Life",TV,12,7.38,22358
6977,25943,Hacka Doll,Fantasy,Special,2,5.81,2961
5919,25965,Backkom 2,"Comedy, Kids",TV,52,6.31,162
8604,9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Comedy, Shounen",OVA,1,6.08,125
254,18689,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8.25,81384
4119,2831,Ie Naki Ko (Movie),"Adventure, Drama, Slice of Life",Movie,1,6.8,469
27,21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,101351
11519,1389,Yakin Byoutou San,Hentai,OVA,3,6.49,2710
9705,31017,Neko wa Ikite Iru,"Drama, Historical, Kids",Movie,1,7.33,41
7347,8782,Hiyoko Gumo,"Fantasy, Kids, Music",Music,1,5.52,490
8148,17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"Drama, Historical, Military",Movie,1,6.45,135
4330,16906,Line Offline: Salaryman,Comedy,TV,114,6.75,1190
5218,30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",TV,8,6.53,1947
2395,2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,1342
8078,33500,Acerola-chan,Comedy,ONA,3,5.0,52
11604,1388,Yakin Byoutou Ni,Hentai,OVA,5,6.38,2741
5119,677,Sentimental Journey,"Drama, Romance, Shoujo",TV,12,6.55,1412
11791,2440,Suki da yo!,Hentai,OVA,2,6.09,1201
2689,12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Comedy,Special,3,7.19,3692
28,457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26,8.78,300030
7975,6834,Taa-chan no Kaitei Ryokou,Adventure,Movie,1,4.35,468
8141,8239,Anime Yasei no Sakebi,"Adventure, Drama",TV,22,6.11,182
11963,4717,Chijoku Kankin,Hentai,OVA,1,5.82,951
11172,2372,Enbo,"Drama, Hentai",OVA,6,7.22,8614
4274,4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",Special,1,6.76,4327
12123,4495,Hyakkiyakou: Warashi,Hentai,OVA,1,5.5,281
5431,610,Popotan,"Comedy, Drama, Ecchi, Supernatural",TV,12,6.46,15230
3128,8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999
7786,30427,Mr. Empty,Music,Music,1,5.01,92
4520,1754,Di Gi Charat Summer Special 2000,Comedy,Special,4,6.7,1685
2661,478,Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
6181,31133,Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Demons, Fantasy",Special,2,6.23,1218
7909,29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,4.69,152
2247,9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958
3324,2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,1,7.02,2819
2569,22677,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048
7503,7243,Suisei,"Comedy, Dementia",Movie,1,5.37,623
7649,3064,Kizuoibito,"Action, Adventure, Seinen, Thriller",OVA,5,5.19,524
3555,11079,Kill Me Baby,"Comedy, School, Seinen",TV,13,6.95,54288
9002,29367,Jam the Housnail,"Adventure, Kids",TV,15,7.0,49
2573,4286,Bonobono (TV),Comedy,TV,48,7.22,418
2242,12637,Mo Gyutto Love de Sekkinchuu!,Music,Music,1,7.32,6713
1842,4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43,1833
9322,23097,Kousagi Monogatari,"Comedy, Kids",Movie,1,6.2,67
2483,16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320
9875,19831,Ore wa Chokkaku,Comedy,TV,36,7.13,102
9138,23727,Kansuke-san to Fushigi na Jitensha,"Fantasy, Kids",Movie,1,5.5,53
6077,20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12,6.26,45748
10270,25075,Shoukoushi Cedie Specials,"Drama, Shoujo, Slice of Life",Special,2,7.2,82
10336,27371,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",Movie,1,5.3,71
534,996,Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,7.99,52586
4262,10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,"Action, Adventure, Mecha, Sci-Fi",Movie,1,6.77,404
8957,26227,"Ikitemasu, 15-sai.","Drama, Kids",OVA,1,6.33,53
7871,32288,Jingle,Fantasy,ONA,1,4.8,214
8056,413,Hametsu no Mars,"Horror, Sci-Fi",OVA,1,2.37,27557
2077,31780,Kimi no Kokoro wa Kagayaiteru kai?,Music,Music,1,7.35,2762
4258,1182,Shamanic Princess,"Action, Fantasy, Magic, Romance",OVA,6,6.77,6588
7774,22165,Chirico,Dementia,Movie,1,5.03,164
10096,33535,Runningman,Slice of Life,ONA,1,4.7,48
12266,7914,Kyuukyoku no Chef wa Oishinbo Papa,Hentai,OVA,1,5.43,262
4518,3325,Yuusha Exkaiser,"Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,648
11314,1896,Akiba Kei Kanojo,Hentai,OVA,3,6.83,9395
1008,2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,7174
10721,22503,Washimo,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,10,5.92,209
8287,6671,Byeolnala Samchongsa,"Adventure, Sci-Fi",Movie,1,5.07,151
5761,18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170
5366,3065,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Comedy, Fantasy",OVA,3,6.48,635
9581,8243,Mizuki Shigeru no Toono Monogatari,"Adventure, Fantasy",Movie,1,7.67,143
348,25649,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.16,39866
5773,6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,1,6.35,1216
2273,2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835
4849,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559
10477,30232,Tamagotchi! Tamatomo Daishuu GO,"Comedy, Fantasy, Kids",TV,26,6.75,187
10392,9965,Soukou Kyojin Z-Knight,Mecha,OVA,1,5.13,110
5292,18845,Ninja Hattori-kun (2012),Comedy,TV,52,6.5,282
4729,3878,Mahou Shoujo Lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635
7193,6061,Maryuu Senki,"Fantasy, Horror",OVA,3,5.65,812
4527,2086,NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,421
8769,11545,Happyakuyachou Hyouri Kewaishi,"Drama, Historical",TV,16,5.68,200
6011,14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256
9438,8495,Mahoutsukai Haley no Speed Story,"Fantasy, Kids, Magic",Movie,1,6.06,256
5226,3399,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space",TV,64,6.52,917
1822,32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43,9335
9190,22653,Kero Kero Keroppi no Mitsubachi Daisoudou,"Fantasy, Kids",OVA,1,6.17,60
1686,1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.47,8750
200,121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33,600384
10805,33933,Yasamura Yasashi no Yasashii Sekai,Comedy,TV,17,4.44,369
469,29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,1,8.05,70039
10774,32821,Xiong Chu Mo Zhi Dongri Le Fantian,"Comedy, Kids",TV,52,5.67,35
8310,29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy,ONA,1,4.71,135
1295,166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991
11492,24453,Fetikano!,Hentai,OVA,1,6.53,2024
1012,10471,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3,7.72,781
4451,403,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance",TV,12,6.72,19053
11601,3303,Momiji,"Hentai, School",OVA,4,6.38,1506
8688,26267,Goi-sensei to Tarou,"Drama, Kids, School",OVA,1,6.0,59
9588,32158,Mobile Suit Gundam-san: Bouya Dakara sa,"Comedy, Mecha, Parody",Special,1,5.57,197
798,33082,Kingsglaive: Final Fantasy XV,Action,Movie,1,7.83,15508
11596,1781,Hi.Me.Go.To,Hentai,OVA,1,6.38,2459
5108,888,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",TV,12,6.55,14757
6957,32564,Tokiwa Kitareri!!,"Action, Magic, Shounen",Special,1,5.83,176
4799,23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,2296
1395,885,Tenshi no Tamago,"Dementia, Drama, Fantasy",OVA,1,7.56,35634
1159,874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391
1550,21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,7.51,11413
6449,3258,Lily C.A.T.,"Horror, Sci-Fi, Space",Movie,1,6.11,2068
5014,14173,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen",OVA,1,6.58,10076
7706,9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",OVA,1,5.12,557
4941,13139,Gakkatsu!,"Comedy, School",TV,25,6.59,5208
5553,31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,"Action, Drama, Fantasy, Magic, School",OVA,1,6.42,8632
8077,17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,"Drama, Ecchi",OVA,4,4.79,175
9684,16810,Narara Wondeogongju,"Action, Adventure, Sci-Fi, Space, Super Power",Movie,1,3.25,87
8329,29948,Chibikuro Sambo to Futago no Otouto,Kids,Movie,1,6.0,54
7665,9337,Mayo Elle Otoko no Ko,"Comedy, School",OVA,1,5.17,820
1017,709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,7.72,11684
3734,704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural",Special,1,6.9,9693
6150,6327,Miracle Train: Chuo-sen e Youkoso,"Fantasy, Shoujo",Special,1,6.24,2961
8733,8763,Hajime Ningen Gyatoruz,"Comedy, Historical",TV,77,6.47,170
1375,1477,City Hunter: The Secret Service,"Action, Comedy, Mystery, Shounen",Special,1,7.56,2956
6687,30289,Dededen,Slice of Life,Special,5,5.99,158
8212,29359,Bazar dé Gozarre,Comedy,Special,33,4.67,58
8883,30752,himitsukesshatakanotsume.jp Specials,"Comedy, Parody",Special,2,6.0,47
12,918,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,201,9.04,336376
5142,3153,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen",Movie,1,6.54,694
8407,33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"Comedy, Ecchi, Kids, Sci-Fi, Space",ONA,13,6.83,429
4536,23,Ring ni Kakero 1,"Action, Shounen, Sports",TV,12,6.7,2224
3634,1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.93,43444
728,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453
4323,1466,Hakugei Densetsu,"Adventure, Sci-Fi",TV,26,6.75,1387
767,82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,7.85,22609
5274,769,Burn Up! W,"Comedy, Ecchi, Mecha, Sci-Fi, Shounen",OVA,4,6.5,5750
8618,18377,Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,"Comedy, Sports",Movie,1,5.33,81
992,25341,Diamond no Ace OVA,"Comedy, School, Shounen, Sports",OVA,3,7.72,7376
9527,21447,Meitantei Rascal,"Adventure, Kids, Mystery",TV,12,5.52,162
9996,22617,Pochacco no Wakuwaku Birthday,"Fantasy, Kids",OVA,1,6.0,74
2292,12623,Egomama,Music,Music,1,7.29,1471
10240,22313,Shinken Densetsu: Tight Road,"Action, Martial Arts",TV,13,5.67,103
7753,7025,Kiseichuu no Ichiya,"Dementia, Horror",Movie,1,5.06,1046
10748,30767,Wonder 3 Pilot,"Action, Adventure, Comedy, Sci-Fi",Special,1,6.36,63
80,10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,194855
1863,10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",OVA,1,7.42,57797
2208,3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678
4851,9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,465
824,6956,Working!!,"Comedy, Slice of Life",TV,13,7.82,189367
7986,11869,Bloody Night,"Horror, Psychological, Supernatural, Thriller",ONA,1,4.26,1292
2802,1209,Nasu: Andalusia no Natsu,"Action, Seinen, Sports",Movie,1,7.16,4545
8879,8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,"Comedy, Parody, Super Power",Movie,1,5.27,122
1474,770,Pale Cocoon,"Drama, Sci-Fi",OVA,1,7.53,44030
2490,3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270
7442,12561,Benkei tai Ushiwaka,"Action, Comedy",Movie,1,5.42,410
2212,12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,10568
878,2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.79,184525
11375,6686,Chinetsu Karte: The Devilish Cherry,Hentai,OVA,2,6.73,2586
6873,29757,Mori no e,"Kids, Music",Music,1,5.87,202
602,23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,7.95,28339
8120,30929,Aladdin to Mahou no Lamp no Koutsuu Anzen,"Drama, Fantasy, Kids",OVA,1,6.9,42
3593,7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,"Comedy, Historical",Special,7,6.94,4110
3915,10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,"Comedy, Shounen",Movie,1,6.85,297
9191,17987,Kero Kero Keroppi no Robin Hood,"Fantasy, Kids",OVA,1,6.49,116
7973,31685,Okaasan ni Naisho,"Comedy, Ecchi",ONA,1,4.38,308
7049,6667,Love to Live By,Music,Music,1,5.77,911
3979,3720,Jack to Mame no Ki,"Fantasy, Kids",Movie,1,6.83,640
10588,30135,Topo Gigio no Botan Sensou,"Historical, Kids",Movie,1,5.0,52
11471,3917,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,Hentai,OVA,2,6.56,1615
8082,17088,Agigongryong Doolie,"Adventure, Kids",TV,6,5.82,180
4084,919,Ray The Animation,"Drama, Romance, Sci-Fi",TV,13,6.81,7756
2994,3837,Mashin Eiyuuden Wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956
810,9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1,7.82,2688
7311,32749,Hizumu Realism,"Dementia, Music",Music,1,5.55,130
2466,2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100
8411,33685,Cyborg 009: Call of Justice 1,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.5,721
2124,13073,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"Shounen, Sports",Special,2,7.35,2978
10021,8670,Pozzie,Kids,Special,17,6.73,82
11666,4365,"Hitou Meguri The Animation: Wakaokami, Rachiru",Hentai,OVA,1,6.28,2678
11144,20801,Koakuma Kanojo The Animation,"Hentai, School, Supernatural",OVA,2,7.34,6680
6171,28791,Gunslinger Stratos: The Animation,"Action, Sci-Fi",TV,12,6.23,47587
5023,30907,Eine Kleine,"Drama, Music, Romance, Slice of Life",Music,1,6.57,261
2881,3638,Kaiketsu Zorori,"Adventure, Comedy",TV,52,7.14,1034
10445,2701,Susie-chan to Marvy,"Comedy, Kids",TV,104,6.69,104
4740,4792,Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702
4573,10073,Seikon no Qwaser II,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168
8277,16786,Bulsajo Robot Phoenix King,"Action, Mecha, Shounen, Space",Movie,1,3.11,133
10492,19989,Tatakae! Osper,"Action, Sci-Fi, Shounen",TV,52,5.6,77
2656,1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",TV,192,7.2,67386
1383,3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463
3418,19365,Samurai Flamenco,"Action, Comedy, Parody",TV,22,7.0,74324
6533,2465,Idol Bouei-tai Hummingbird,"Action, Adventure, Comedy, Military, Music, Shounen",OVA,4,6.07,825
7855,32298,Nakanaori,"Action, Samurai",ONA,1,4.85,192
7017,32618,Hietsuki Bushi,"Fantasy, Music, Sci-Fi",Music,1,5.79,103
11761,4562,Chikan Juunin-tai The Animation,Hentai,OVA,5,6.13,1270
4256,615,Nurse Witch Komugi-chan Magikarte,"Comedy, Magic, Parody",OVA,5,6.77,9895
11334,17251,Wanna. SpartanSex Spermax!!!,Hentai,OVA,2,6.82,3367
9047,27845,Juupiki no Kaeru,Kids,OVA,2,6.25,49
11869,5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,"Fantasy, Hentai",OVA,2,5.97,767
7437,30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,"Comedy, Ecchi",Special,3,5.44,1264
7263,20581,Nekketsu Tantei Jimusho,"Comedy, Mystery, Parody",ONA,5,5.59,229
2447,3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,64975
4499,20723,Kyousou Giga (TV) Recaps,"Action, Fantasy, Supernatural",Special,2,6.71,7322
7177,19287,Reunion (Music),Music,Music,1,5.67,1229
12223,23171,Mahou Shoujo wa Kiss Shite Kawaru,Hentai,OVA,1,5.09,1081
9967,23739,Peter Pan no Bouken Specials,"Adventure, Fantasy",Special,2,5.71,128
9594,5241,Mofu☆Mofu,Kids,TV,11,4.67,220
1134,9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.66,2119
9600,29387,Momonga-mon,"Adventure, Kids",TV,5,5.8,42
11780,2195,Heisa Byouin,Hentai,OVA,2,6.11,1387
6054,6074,21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi, Space",Movie,1,6.26,260
4316,504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,1,6.75,7101
5286,30895,HaruChika: Haruta to Chika wa Seishun suru,"Mystery, Romance, School, Slice of Life",TV,12,6.5,49971
9541,31268,Miira no Yume,Dementia,Movie,1,2.97,98
9400,29421,Liv &amp; Bell,"Adventure, Kids",Special,3,6.5,42
10852,29812,Yumemi Douji,Drama,Movie,1,5.27,79
2,28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,9.25,114262
7094,23835,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
1685,2942,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",TV,13,7.47,17360
3149,2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,25,7.07,1920
7380,2147,Call Me Tonight,"Comedy, Horror, Romance, Sci-Fi",OVA,1,5.48,3777
5593,32202,Kimi ni Maji Kyun!,"Magic, Music, Romance, School",OVA,1,6.42,1801
6416,5157,Alexander Senki Movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,1,6.12,1258
6656,32139,DušaN,"Music, Psychological",Music,1,6.01,419
8278,24881,Bunbuku Chagama,Kids,Movie,1,7.1,88
5118,1872,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,26,6.55,632
5156,10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Music,1,6.54,3600
4192,3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy",Movie,1,6.78,1228
3108,162,Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,7.08,16047
1800,18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387
10745,29986,Women,Dementia,Movie,1,3.89,56
11372,15409,Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,Hentai,OVA,1,6.73,2634
3874,7322,Needless Specials,"Comedy, Ecchi, School",Special,12,6.86,11609
7201,2839,Ariel Visual,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.64,653
2645,15811,Girls und Panzer Specials,"Military, School",Special,6,7.2,15228
8550,30010,Frame Arms: A Violent Struggle,Mecha,OVA,1,4.22,234
10679,29153,Usagi to Kame (Music),Music,Music,1,4.22,83
11210,2446,Nikuyome: Takayanagi Ke no Hitobito,Hentai,OVA,4,7.09,3316
4627,3295,Yatterman,"Adventure, Comedy, Parody",TV,60,6.68,2169
3932,17082,Aiura,"Comedy, School, Shounen, Slice of Life",TV,12,6.84,43737
679,2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479
11753,4480,Ryoujoku Guerrilla Kari 3,Hentai,OVA,2,6.15,1224
6359,3176,Nessa no Haou Gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26,6.15,637
2313,178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,26,7.3,20062
10041,19009,Puyo Puyo: Madou Monogatari,"Comedy, Fantasy",OVA,1,6.8,151
4695,10916,Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379
2850,32013,Oshiete! Galko-chan,"Comedy, School, Slice of Life",TV,12,7.15,45778
2839,1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",TV,12,7.15,8004
11189,18525,Rin x Sen + Ran -&gt; Sem: Cross Mix,Hentai,OVA,2,7.13,3518
4949,31598,Luger Code 1951,"Action, Fantasy",Special,1,6.59,14410
6083,28251,Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",Movie,1,6.22,283
4678,10187,HenSemi (TV),"Comedy, Ecchi, Seinen",TV,13,6.66,27878
11409,19103,Mesu Saga: Persona,Hentai,OVA,1,6.66,2005
3408,22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power",Special,1,7.0,4153
4621,33341,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,"Adventure, Sci-Fi",TV,12,6.68,9248
2139,2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",TV,46,7.34,1897
7141,6978,Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Sci-Fi",Special,1,5.69,578
6048,686,To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.27,2198
287,2402,Ashita no Joe,"Drama, Sports",TV,79,8.22,15442
6538,3095,Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural",OVA,2,6.07,1018
240,4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,70822
